country,year,iso_code,population,gdp
Ecuador,2013,ECU,15722988,166.128.254.976.000
Egypt,2013,EGY,93377896,971.071.815.680.000
El Salvador,2013,SLV,6185641,48.017.379.328.000
Equatorial Guinea,2013,GNQ,1243947,30.419.136.512.000
Eritrea,2013,ERI,3296370,
Estonia,2013,EST,1317985,30.185.959.424.000
Eswatini,2013,SWZ,1118329,8.126.636.032.000
Ethiopia,2013,ETH,97084376,126.443.028.480.000
Faeroe Islands,2013,FRO,48444,
Falkland Islands,2013,FLK,3286,
Fiji,2013,FJI,913467,
Finland,2013,FIN,5438873,202.579.968.000.000
France,2013,FRA,63335180,2.415.696.805.888.000
French Guiana,2013,GUF,245388,
French Polynesia,2013,PYF,288037,
Gabon,2013,GAB,1902230,31.179.700.224.000
Gambia,2013,GMB,2124876,3.327.260.928.000
Georgia,2013,GEO,3786025,48.532.123.648.000
Germany,2013,DEU,81680592,3.553.715.290.112.000
Ghana,2013,GHA,27525586,92.004.286.464.000
Gibraltar,2013,GIB,32437,
Greece,2013,GRC,10914501,240.930.471.936.000
Greenland,2013,GRL,56116,
Grenada,2013,GRD,116954,
Guadeloupe,2013,GLP,402351,
Guam,2013,GUM,167067,
Guatemala,2013,GTM,15422663,107.344.740.352.000
Guinea,2013,GIN,11055433,14.709.018.624.000
Guinea-Bissau,2013,GNB,1697757,2.238.347.520.000
Guyana,2013,GUY,747424,
Haiti,2013,HTI,10261205,17.085.683.712.000
Honduras,2013,HND,8960654,38.446.698.496.000
Hong Kong,2013,HKG,7296820,325.974.589.440.000
Hungary,2013,HUN,9894637,208.958.734.336.000
Iceland,2013,ISL,324036,12.381.386.752.000
India,2013,IND,1291132032,6.320.315.957.248.000
Indonesia,2013,IDN,253275920,2.406.465.929.216.000
Iran,2013,IRN,78458928,1.249.348.157.440.000
Iraq,2013,IRQ,35481804,454.203.146.240.000
Ireland,2013,IRL,4588830,225.008.336.896.000
Israel,2013,ISR,7726675,236.605.734.912.000
Italy,2013,ITA,60312600,1.994.213.294.080.000
Jamaica,2013,JAM,2773134,18.817.073.152.000
Japan,2013,JPN,127678920,4.614.146.490.368.000
Jordan,2013,JOR,7694818,89.527.279.616.000
Kazakhstan,2013,KAZ,17345734,401.054.334.976.000
Kenya,2013,KEN,44792368,130.279.317.504.000
Kiribati,2013,KIR,113316,
Kuwait,2013,KWT,3646520,271.291.449.344.000
Kyrgyzstan,2013,KGZ,5719561,24.453.877.760.000
Laos,2013,LAO,6600736,33.213.894.656.000
Latvia,2013,LVA,2031491,40.519.245.824.000
Lebanon,2013,LBN,5678859,100.029.005.824.000
Lesotho,2013,LSO,2073948,4.954.224.128.000
Liberia,2013,LBR,4427319,3.819.599.872.000
Libya,2013,LBY,5985228,80.095.117.312.000
Lithuania,2013,LTU,3028191,65.826.070.528.000
Luxembourg,2013,LUX,543068,29.106.192.384.000
Macao,2013,MAC,593382,
Madagascar,2013,MDG,23588078,30.395.787.264.000
Malawi,2013,MWI,16024775,18.903.971.840.000
Malaysia,2013,MYS,30134806,602.189.201.408.000
Maldives,2013,MDV,400741,
Mali,2013,MLI,17004038,20.797.007.872.000
Malta,2013,MLT,437531,10.776.326.144.000
Martinique,2013,MTQ,384725,
Mauritania,2013,MRT,3742965,11.410.721.792.000
Mauritius,2013,MUS,1290698,22.889.261.056.000
Mexico,2013,MEX,117290680,1.810.561.761.280.000
Micronesia (country),2013,FSM,108616,
Moldova,2013,MDA,3416532,19.713.341.440.000
Mongolia,2013,MNG,2845160,33.619.040.256.000
Montenegro,2013,MNE,633951,9.985.414.144.000
Montserrat,2013,MSR,5035,
Morocco,2013,MAR,33803528,256.075.628.544.000
Mozambique,2013,MOZ,25251738,23.018.831.872.000
Myanmar,2013,MMR,50648336,229.512.151.040.000
Namibia,2013,NAM,2204517,20.326.299.648.000
Nauru,2013,NRU,10719,
Nepal,2013,NPL,27381558,64.655.773.696.000
Netherlands,2013,NLD,16867352,735.093.129.216.000
Netherlands Antilles,2013,ANT,315716,
New Caledonia,2013,NCL,276404,
New Zealand,2013,NZL,4450641,144.951.869.440.000
Nicaragua,2013,NIC,6119377,26.206.803.968.000
Niger,2013,NER,18653204,15.459.623.936.000
Nigeria,2013,NGA,174726128,959.938.887.680.000
Niue,2013,NIU,1846,
North Korea,2013,PRK,25001824,44.033.757.184.000
North Macedonia,2013,MKD,2102220,24.174.659.584.000
Northern Mariana Islands,2013,MNP,52157,
Norway,2013,NOR,5080667,414.462.935.040.000
Oman,2013,OMN,3816688,153.523.863.552.000
Pakistan,2013,PAK,205337552,931.154.821.120.000
Palestine,2013,PSE,4281800,21.115.611.136.000
Panama,2013,PAN,3821557,67.546.259.456.000
Papua New Guinea,2013,PNG,8245634,
Paraguay,2013,PRY,6005656,54.217.416.704.000
Peru,2013,PER,30038810,329.891.807.232.000
Philippines,2013,PHL,99700112,669.825.564.672.000
Poland,2013,POL,38607352,865.215.250.432.000
Portugal,2013,PRT,10464537,250.243.334.144.000
Puerto Rico,2013,PRI,3615028,124.667.502.592.000
Qatar,2013,QAT,2035509,337.404.067.840.000
Reunion,2013,REU,906902,
Romania,2013,ROU,20066550,354.085.470.208.000
Russia,2013,RUS,143956864,3.473.313.366.016.000
Rwanda,2013,RWA,11101352,16.457.678.848.000
Saint Helena,2013,SHN,5446,
Saint Kitts and Nevis,2013,KNA,47793,
Saint Lucia,2013,LCA,173992,1.636.030.976.000
Saint Pierre and Miquelon,2013,SPM,6027,
Saint Vincent and the Grenadines,2013,VCT,107469,
Samoa,2013,WSM,199952,
Sao Tome and Principe,2013,STP,193765,619.718.016.000
Saudi Arabia,2013,SAU,31482502,1.486.736.457.728.000
Senegal,2013,SEN,13595571,31.644.256.256.000
Serbia,2013,SRB,7566674,92.449.742.848.000
Seychelles,2013,SYC,96730,2.096.275.968.000
Sierra Leone,2013,SLE,6964867,11.029.544.960.000
Singapore,2013,SGP,5478063,352.915.685.376.000
Slovakia,2013,SVK,5414744,124.358.402.048.000
Slovenia,2013,SVN,2072374,51.204.718.592.000
Solomon Islands,2013,SLB,582369,
Somalia,2013,SOM,12852491,
South Africa,2013,ZAF,53873608,637.619.470.336.000
South Korea,2013,KOR,50098228,1.693.809.246.208.000
South Sudan,2013,SSD,11106037,
Spain,2013,ESP,46603460,1.429.213.675.520.000
Sri Lanka,2013,LKA,21131762,204.781.568.000.000
Sudan,2013,SDN,35990708,
Suriname,2013,SUR,563952,
Sweden,2013,SWE,9648935,401.409.179.648.000
Switzerland,2013,CHE,8088370,486.174.916.608.000
Syria,2013,SYR,21495830,80.675.889.152.000
Taiwan,2013,TWN,23330332,923.794.866.176.000
Tajikistan,2013,TJK,8136612,27.454.017.536.000
Tanzania,2013,TZA,49253648,116.367.294.464.000
Thailand,2013,THA,69578600,967.124.254.720.000
Timor,2013,TLS,1161558,
Togo,2013,TGO,7106238,9.242.968.064.000
Tonga,2013,TON,107105,
Trinidad and Tobago,2013,TTO,1440731,37.960.331.264.000
Tunisia,2013,TUN,11300284,118.417.268.736.000
Turkey,2013,TUR,76576120,1.510.231.769.088.000
Turkmenistan,2013,TKM,5560099,100.974.903.296.000
Turks and Caicos Islands,2013,TCA,33620,
Tuvalu,2013,TUV,10942,
Uganda,2013,UGA,35273568,66.627.399.680.000
Ukraine,2013,UKR,45307104,472.222.859.264.000
